iter	Passed	Remaining
208	1395	5280
209	1400	5269
210	1406	5259
211	1412	5249
212	1418	5240
213	1424	5231
214	1430	5222
215	1440	5229
216	1447	5222
217	1453	5215
218	1461	5210
219	1467	5201
220	1473	5193
221	1481	5190
222	1489	5189
223	1495	5182
224	1502	5175
225	1509	5168
226	1516	5165
227	1522	5153
228	1526	5140
229	1532	5130
230	1538	5120
231	1543	5109
232	1548	5097
233	1553	5086
234	1560	5080
235	1566	5072
236	1573	5064
237	1581	5063
238	1587	5055
239	1594	5047
240	1599	5038
241	1607	5034
242	1612	5023
243	1617	5012
244	1624	5005
245	1629	4994
246	1636	4988
247	1641	4977
248	1646	4965
249	1651	4954
250	1657	4947
251	1662	4934
252	1666	4921
253	1671	4910
254	1676	4899
255	1682	4889
256	1687	4878
257	1691	4865
258	1695	4851
259	1699	4838
260	1703	4823
261	1707	4808
262	1711	4794
263	1716	4784
264	1719	4770
265	1723	4756
266	1727	4742
267	1732	4730
268	1736	4718
269	1740	4706
270	1745	4694
271	1749	4683
272	1754	4672
273	1758	4659
274	1763	4647
275	1767	4635
276	1771	4622
277	1775	4611
278	1780	4600
279	1784	4588
280	1788	4576
281	1792	4564
282	1796	4552
283	1800	4539
284	1804	4526
285	1809	4517
286	1815	4509
287	1820	4499
288	1824	4488
289	1828	4477
290	1838	4478
291	1846	4476
292	1851	4467
293	1860	4466
294	1867	4464
295	1873	4455
296	1880	4451
297	1886	4442
298	1892	4436
299	1897	4427
300	1902	4418
301	1909	4413
302	1915	4405
303	1919	4395
304	1925	4387
305	1930	4377
306	1934	4366
307	1938	4356
308	1946	4353
309	1952	4346
310	1961	4346
311	1967	4338
312	1977	4339
313	1981	4329
314	1985	4318
315	1992	4311
316	1996	4300
317	2000	4290
318	2005	4281
319	2010	4271
320	2014	4260
321	2019	4252
322	2025	4245
323	2031	4237
324	2035	4228
325	2042	4222
326	2048	4215
327	2056	4213
328	2061	4203
329	2067	4198
330	2074	4193
331	2079	4183
332	2083	4173
333	2090	4168
334	2098	4166
335	2104	4159
336	2109	4149
337	2113	4138
338	2121	4135
339	2125	4126
340	2129	4116
341	2135	4108
342	2138	4096
343	2143	4086
344	2147	4076
345	2152	4068
346	2156	4058
347	2160	4048
348	2164	4037
349	2169	4029
350	2173	4018
351	2177	4009
352	2182	4000
353	2187	3991
354	2191	3982
355	2196	3973
356	2202	3966
357	2206	3957
358	2210	3947
359	2215	3938
360	2220	3930
361	2225	3922
362	2228	3911
363	2233	3903
364	2238	3893
365	2242	3883
366	2246	3874
367	2251	3866
368	2255	3857
369	2259	3847
370	2263	3838
371	2267	3828
372	2271	3818
373	2275	3808
374	2279	3799
375	2283	3790
376	2288	3781
377	2293	3774
378	2298	3766
379	2302	3757
380	2307	3748
381	2312	3740
382	2316	3731
383	2320	3722
384	2324	3713
385	2328	3703
386	2331	3693
387	2335	3683
388	2340	3676
389	2346	3669
390	2352	3664
391	2357	3656
392	2361	3647
393	2367	3641
394	2372	3633
395	2377	3626
396	2381	3617
397	2385	3608
398	2389	3599
399	2394	3591
400	2399	3583
401	2403	3575
402	2407	3566
403	2412	3558
404	2416	3549
405	2419	3540
406	2423	3531
407	2427	3522
408	2431	3513
409	2435	3504
410	2439	3495
411	2443	3487
412	2447	3479
413	2451	3470
414	2455	3461
415	2459	3453
416	2463	3444
417	2468	3436
418	2472	3427
419	2476	3419
420	2480	3410
421	2484	3402
422	2487	3393
423	2492	3385
424	2495	3376
425	2499	3367
426	2503	3359
427	2506	3350
428	2510	3341
429	2513	3332
430	2517	3324
431	2521	3314
432	2524	3305
433	2527	3296
434	2531	3288
435	2535	3279
436	2538	3270
437	2542	3261
438	2545	3252
439	2549	3244
440	2553	3236
441	2556	3227
442	2559	3218
443	2563	3210
444	2567	3201
445	2570	3193
446	2573	3184
447	2577	3175
448	2580	3166
449	2584	3158
450	2587	3149
451	2590	3140
452	2594	3132
453	2597	3124
454	2601	3115
455	2604	3107
456	2607	3098
457	2611	3090
458	2614	3081
459	2618	3073
460	2622	3066
461	2626	3058
462	2629	3049
463	2633	3041
464	2637	3034
465	2640	3026
466	2644	3018
467	2648	3010
468	2651	3002
469	2655	2994
470	2658	2986
471	2661	2977
472	2666	2971
473	2671	2964
474	2675	2956
475	2678	2948
476	2682	2941
477	2685	2932
478	2689	2924
479	2692	2916
480	2695	2908
481	2698	2900
482	2701	2892
483	2705	2884
484	2708	2876
485	2712	2868
486	2716	2861
487	2720	2854
488	2724	2846
489	2727	2839
490	2731	2831
491	2734	2823
492	2737	2815
493	2740	2807
494	2744	2799
495	2748	2792
496	2751	2784
497	2755	2777
498	2759	2770
499	2762	2762
500	2765	2754
501	2769	2747
502	2773	2740
503	2776	2732
504	2779	2724
505	2783	2717
506	2786	2710
507	2790	2702
508	2793	2694
509	2796	2687
510	2800	2679
511	2803	2672
512	2806	2664
513	2810	2657
514	2813	2649
515	2817	2642
516	2820	2635
517	2824	2628
518	2828	2621
519	2832	2614
520	2836	2607
521	2842	2602
522	2847	2596
523	2851	2590
524	2855	2583
525	2859	2576
526	2863	2570
527	2867	2563
528	2871	2556
529	2875	2550
530	2879	2543
531	2883	2536
532	2887	2529
533	2891	2523
534	2897	2518
535	2901	2511
536	2904	2504
537	2908	2497
538	2911	2490
539	2915	2483
540	2918	2476
541	2922	2469
542	2925	2462
543	2928	2454
544	2931	2447
545	2936	2441
546	2939	2434
547	2942	2427
548	2946	2420
549	2950	2414
550	2953	2407
551	2957	2400
552	2960	2392
553	2963	2385
554	2966	2378
555	2969	2371
556	2973	2364
557	2976	2357
558	2979	2350
559	2982	2343
560	2986	2336
561	2989	2329
562	2992	2322
563	2995	2315
564	2998	2308
565	3002	2301
566	3005	2294
567	3008	2288
568	3011	2281
569	3015	2274
570	3018	2267
571	3021	2260
572	3025	2254
573	3028	2247
574	3031	2240
575	3034	2233
576	3038	2227
577	3041	2220
578	3044	2213
579	3047	2206
580	3050	2199
581	3053	2193
582	3057	2186
583	3061	2180
584	3064	2174
585	3068	2167
586	3072	2161
587	3076	2155
588	3080	2149
589	3084	2143
590	3088	2137
591	3091	2130
592	3095	2124
593	3098	2117
594	3101	2111
595	3105	2104
596	3108	2098
597	3111	2091
598	3114	2085
599	3118	2078
600	3121	2072
601	3124	2065
602	3128	2059
603	3131	2053
604	3134	2046
605	3137	2039
606	3140	2033
607	3144	2027
608	3147	2020
609	3151	2014
610	3154	2008
611	3158	2002
612	3162	1996
613	3165	1990
614	3168	1983
615	3171	1977
616	3175	1971
617	3178	1964
618	3181	1958
619	3184	1951
620	3188	1945
621	3192	1940
622	3196	1934
623	3200	1928
624	3204	1922
625	3207	1916
626	3211	1910
627	3213	1903
628	3217	1897
629	3220	1891
630	3223	1884
631	3227	1879
632	3231	1873
633	3235	1867
634	3238	1861
635	3243	1856
636	3246	1850
637	3250	1844
638	3253	1838
639	3256	1832
640	3260	1825
641	3263	1819
642	3266	1813
643	3270	1807
644	3273	1801
645	3276	1795
646	3279	1789
647	3282	1783
648	3285	1777
649	3288	1770
650	3292	1764
651	3296	1759
652	3299	1753
653	3303	1747
654	3306	1741
655	3311	1736
656	3316	1731
657	3321	1726
658	3326	1721
659	3330	1715
660	3334	1710
661	3338	1704
662	3343	1699
663	3347	1693
664	3351	1688
665	3355	1682
666	3358	1676
667	3362	1671
668	3366	1665
669	3369	1659
670	3373	1654
671	3377	1648
672	3381	1642
673	3384	1637
674	3387	1631
675	3390	1625
676	3394	1619
677	3397	1613
678	3400	1607
679	3403	1601
680	3406	1595
681	3410	1590
682	3413	1584
683	3416	1578
684	3419	1572
685	3422	1566
686	3425	1560
687	3428	1554
688	3432	1549
689	3436	1543
690	3440	1538
691	3443	1532
692	3447	1527
693	3451	1521
694	3455	1516
695	3458	1510
696	3462	1505
697	3465	1499
698	3469	1493
699	3472	1488
700	3476	1482
701	3479	1477
702	3483	1471
703	3486	1465
704	3490	1460
705	3495	1455
706	3499	1450
707	3502	1444
708	3506	1439
709	3509	1433
710	3513	1428
711	3517	1422
712	3520	1417
713	3524	1411
714	3528	1406
715	3531	1400
716	3535	1395
717	3539	1390
718	3542	1384
719	3546	1379
720	3549	1373
721	3553	1368
722	3556	1362
723	3560	1357
724	3563	1351
725	3568	1346
726	3571	1341
727	3575	1335
728	3578	1330
729	3582	1325
730	3586	1319
731	3590	1314
732	3593	1308
733	3597	1303
734	3602	1298
735	3607	1293
736	3611	1288
737	3616	1283
738	3620	1278
739	3624	1273
740	3628	1268
741	3632	1263
742	3636	1258
743	3640	1252
744	3644	1247
745	3647	1241
746	3651	1236
747	3654	1231
748	3658	1225
749	3661	1220
750	3664	1214
751	3667	1209
752	3670	1204
753	3674	1198
754	3677	1193
755	3680	1187
756	3683	1182
757	3686	1177
758	3689	1171
759	3692	1166
760	3695	1160
761	3698	1155
762	3702	1149
763	3705	1144
764	3708	1139
765	3711	1133
766	3714	1128
767	3718	1123
768	3721	1117
769	3724	1112
770	3727	1107
771	3730	1101
772	3733	1096
773	3736	1091
774	3740	1085
775	3743	1080
776	3746	1075
777	3750	1070
778	3754	1065
779	3757	1059
780	3761	1054
781	3764	1049
782	3767	1044
783	3770	1038
784	3773	1033
785	3776	1028
786	3780	1023
787	3783	1017
788	3786	1012
789	3789	1007
790	3792	1002
791	3796	997
792	3801	992
793	3805	987
794	3809	982
795	3813	977
796	3817	972
797	3820	967
798	3824	962
799	3828	957
800	3831	952
801	3835	946
802	3839	942
803	3843	936
804	3846	931
805	3850	926
806	3853	921
807	3857	916
808	3860	911
809	3863	906
810	3866	901
811	3869	895
812	3872	890
813	3875	885
814	3878	880
815	3881	875
816	3885	870
817	3888	865
818	3891	859
819	3894	854
820	3897	849
821	3900	844
822	3903	839
823	3906	834
824	3910	829
825	3913	824
826	3916	819
827	3919	814
828	3922	809
829	3925	804
830	3928	798
831	3931	793
832	3934	788
833	3937	783
834	3940	778
835	3944	773
836	3947	768
837	3950	763
838	3953	758
839	3956	753
840	3959	748
841	3962	743
842	3966	738
843	3969	733
844	3973	728
845	3976	723
846	3979	718
847	3983	713
848	3986	709
849	3990	704
850	3993	699
851	3996	694
852	3999	689
853	4003	684
854	4006	679
855	4010	674
856	4013	669
857	4016	664
858	4019	659
859	4023	654
860	4028	650
861	4031	645
862	4035	640
863	4038	635
864	4041	630
865	4044	625
866	4047	620
867	4050	615
868	4053	611
869	4056	606
870	4059	601
871	4062	596
872	4065	591
873	4068	586
874	4072	581
875	4075	576
876	4078	571
877	4081	567
878	4084	562
879	4088	557
880	4091	552
881	4094	547
882	4097	542
883	4100	538
884	4103	533
885	4106	528
886	4109	523
887	4112	518
888	4115	513
889	4118	509
890	4121	504
891	4125	499
892	4128	494
893	4131	489
894	4135	485
895	4138	480
896	4141	475
897	4144	470
898	4147	465
899	4150	461
900	4153	456
901	4156	451
902	4160	446
903	4163	442
904	4166	437
905	4169	432
906	4172	427
907	4175	423
908	4178	418
909	4181	413
910	4184	408
911	4187	404
912	4190	399
913	4193	394
914	4197	389
915	4200	385
916	4203	380
917	4206	375
918	4209	371
919	4212	366
920	4215	361
921	4218	356
922	4222	352
923	4225	347
924	4228	342
925	4231	338
926	4234	333
927	4238	328
928	4241	324
929	4244	319
930	4247	314
931	4250	310
932	4254	305
933	4258	300
934	4261	296
935	4264	291
936	4267	286
937	4270	282
938	4274	277
939	4277	273
940	4280	268
941	4283	263
942	4288	259
943	4293	254
944	4298	250
945	4302	245
946	4306	240
947	4310	236
948	4314	231
949	4317	227
950	4321	222
951	4325	218
952	4328	213
953	4332	208
954	4335	204
955	4338	199
956	4342	195
957	4345	190
958	4348	185
959	4352	181
960	4355	176
961	4358	172
962	4362	167
963	4365	163
964	4368	158
965	4372	153
966	4376	149
967	4379	144
968	4383	140
969	4386	135
970	4389	131
971	4392	126
972	4395	121
973	4398	117
974	4401	112
975	4405	108
976	4408	103
977	4411	99
978	4414	94
979	4417	90
980	4420	85
981	4424	81
982	4428	76
983	4432	72
984	4435	67
985	4439	63
986	4443	58
987	4447	54
988	4450	49
989	4453	44
990	4456	40
991	4459	35
992	4463	31
993	4466	26
994	4470	22
995	4473	17
996	4476	13
997	4479	8
998	4482	4
999	4485	0
